cantor,musica,codigo,clipe,at
Luther Vandross,Stop To Love,68-259-11,CDG,G00
Luther Vandross,Little Miracles,68-279-08,CDG,G02
Luther Vandross,Sometimes It's Only Love,68-318-09,CDG,G02
Luther Vandross,I Can Make It Better,68-343-14,CDG,G10
Luther Vandross,Since You've Been Gone,68-363-14,CDG,G00
Luther Vandross,Love The One You're With,68-374-15,CDG,G00
Luther Vandross,If Only For One Night,68-405-15,CDG,G00
Luther Vandross,Dance With My Father,68-852-09,CDG,G01
Luther Vandross,Think About You,68-858-12,CDG,G01
Luther Vandross,Buy Me A Rose,68-879-07,CDG,G01
Luther Vandross,The Best Things In Life Are Free,74-812-08,CDG,G01
Luther Vandross,I Really Didn't Mean It,74-833-06,CDG,G00
Luther Vandross,Any Love,89-017-01,CDG,G07
Luther Vandross,It's Over Now,89-017-03,CDG,G07
Luther Vandross,Promise Me,89-017-04,CDG,G07
Luther Vandross,Treat You Right,89-017-06,CDG,G07
Luther Vandross & Beyonce Knowles,The Closer I Get To You,77-202-15,CDG,G07
Lutricia McNeal,Stranded,72-122-06,CDG,G06
Lutricia McNeal,My Side Of Town,72-124-09,CDG,G02
Lutricia McNeal,Someone Loves You Honey,72-125-15,CDG,G05
Luv (Luv and Soul),One Piece feat.Toc from Hilcrhyme,99-523-72,SB,M23
Luv (Luv and Soul),ITSUKA MATA...,99-523-71,SB,M23
Luv (Luv and Soul),One Piece feat.Toc from Hilcrhyme,98-809-93,PV,C23
Luv (Luv and Soul),ITSUKA MATA...,98-809-92,PV,C23
Luv',You're The Greatest Lover,11-106-87,CDG,G13
LuvBug,Revive (Say Something),72-348-07,CDG,G14
LuvBug,Best Is Yet To Come,72-363-10,CDG,G17
LuvBug & Talay Riley,Resonance,87-122-04,CDG,G14
Luxúria,Imperecível,97-079-78,VDK,12
Luxúria,Lama,97-079-85,VDK,12
Luxúria,O Ódio,97-093-05,VDK,12
Luxúria,Imperecível,96-037-18,N00,JUK
Luxúria,Lama,96-037-19,N00,JUK
Luxúria,O Ódio,96-037-20,N00,JUK
Luz Casal,Un Ano De Amor,52-503-11,CDG,G04
Luz Casal,Entre Mis Recuerdos,52-505-13,CDG,G04
Luz Casal,Te Deje Marchar,52-511-12,CDG,G04
Lyaz,Replay,72-287-04,CDG,G04
Lyfe Jennings,Must Be Nice,68-935-11,CDG,G01
Lyfe Jennings & Lala Brown,S.E.X.,77-402-05,CDG,G06
Lykke Li,I Follow Rivers,14-003-40,CDG,G16
Lykke Li,No Rest For The Wicked,72-340-06,CDG,G13
Lyle Lovett,She's No Lady,37-083-10,CDG,G00
Lynch.,Trigger feat. J,98-857-12,PV,C31
Lynn Anderson,Rose Garden,67-507-13,CDG,G00
Lynn Franklin,One For My Baby,48-259-03,CDG,G02
Lynyrd Skynyrd,Four Walls Of Raiford,11-106-88,CDG,G13
Lynyrd Skynyrd,Still Unbroken,11-106-89,CDG,G13
Lynyrd Skynyrd,What's Your Name,37-033-17,CDG,G00
Lynyrd Skynyrd,Gimme Three Steps,46-204-04,CDG,G02
Lynyrd Skynyrd,Double Trouble,46-204-07,CDG,G02
Lynyrd Skynyrd,You Got That Right,46-204-08,CDG,G02
Lynyrd Skynyrd,Ballad Of Curtis Loew,46-204-14,CDG,G02
Lynyrd Skynyrd,Freebird,46-204-16,CDG,G02
Lynyrd Skynyrd,Saturday Night Special,46-204-17,CDG,G02
Lynyrd Skynyrd,Sweet Home Alabama,48-024-10,CDG,G00
Lynyrd Skynyrd,Free Bird,68-146-04,CDG,G00
Lynyrd Skynyrd,Red White & Blue,68-826-05,CDG,G01
Lynyrd Skynyrd,That Smell,73-032-16,CDG,G00
Lynyrd Skynyrd,Gimme Three Steps,75-043-01,CDG,G00
Lynyrd Skynyrd,Call Me The Breeze,75-043-02,CDG,G00
Lynyrd Skynyrd,T For Texas,75-043-03,CDG,G00
Lynyrd Skynyrd,I Ain't The One,75-043-04,CDG,G00
Lynyrd Skynyrd,Gimme Back My Bullets,75-043-05,CDG,G00
Lynyrd Skynyrd,Searching,75-043-06,CDG,G00
Lynyrd Skynyrd,Polson Whiskey,75-043-07,CDG,G00
Lynyrd Skynyrd,Whiskey Rock,75-043-08,CDG,G00
Lynyrd Skynyrd,Don't Ask Me No Questions,75-043-09,CDG,G00
Lynyrd Skynyrd,Simple Man,75-043-10,CDG,G00
Lynyrd Skynyrd,The Ballad Of Curtis Loew,75-043-11,CDG,G00
Lynyrd Skynyrd,The Needle & The Spoon,75-043-12,CDG,G00
Lynyrd Skynyrd,Working For M.C.A.,75-043-13,CDG,G00
Lynyrd Skynyrd,Swamp Music,75-043-14,CDG,G00
Lynyrd Skynyrd,I Know A Little,75-043-15,CDG,G00
Lynyrd Skynyrd,Tuesday's Gone,75-043-16,CDG,G00
Lyons Partnership L.P.,Te Quiero,13-051-08,CDG,G02
Lyons Partnership L.P.,Si Las Gotas De Lluvia,13-051-12,CDG,G02
Lyrical School,Parade,98-809-94,PV,C23
Lyrical School,SORYA NATSU DA!,98-802-76,PV,C22
Lyrico (TSUYUZAKI HARUMI),I Say I'm Sorry,99-914-30,SB,M22
Lyrico (TSUYUZAKI HARUMI),True Romance,99-884-93,SB,M17
Lyrico (TSUYUZAKI HARUMI),Lost Wing,99-884-92,SB,M17
Lyrico (TSUYUZAKI HARUMI),KISEKI NO HANA,99-884-91,SB,M17
Lyrico (TSUYUZAKI HARUMI),Eternity.,99-884-90,SB,M17
Lyrico (TSUYUZAKI HARUMI),AGEHA,99-884-89,SB,M17
Lyrico (TSUYUZAKI HARUMI),Wish ~merry X'mas for you~,99-884-88,SB,M17
Lyrico (TSUYUZAKI HARUMI),Forever in your heart ~ ANATA GA ITA KARA,99-336-16,SB,L2
Lyrico (TSUYUZAKI HARUMI),True Romance,98-942-40,PV,C17
Lyrico (TSUYUZAKI HARUMI),KISEKI NO HANA,98-942-39,PV,C17
Lyrico (TSUYUZAKI HARUMI),I Say I'm Sorry,98-942-38,PV,C17
Lyrico (TSUYUZAKI HARUMI),Eternity.,98-942-37,PV,C17
Lyu:Lyu,Distorted Agape,98-827-70,PV,C26
Lyu:Lyu,Messiah,98-822-48,PV,C25
Lyu:Lyu,KAITEN,98-809-95,PV,C23
M,Pop Muzik,68-696-05,CDG,G05
M Bose,Los Chicos No Lloran,13-046-03,CDG,G02
M Jennings W Nelson Etc,Highwayman,37-057-18,CDG,G00
M People,Sight For Sore Eyes,40-001-06,CDG,G00
M People,Moving On Up,72-025-12,CDG,G00
M People,Don't Look Any Further,72-026-05,CDG,G01
M People,Itchycoo Park,72-034-07,CDG,G04
M People,Angel St.,72-120-15,CDG,G00
M People,Testify,72-127-07,CDG,G04
M People,Dreaming,72-134-02,CDG,G01
M Three,Your Love,98-822-49,PV,C25
M Three,YUME MIRU dancing doll,98-809-96,PV,C23
M-Band,NAMIDA AFURETE,99-598-46,SB,M14
m-flo,Orbit-3,99-857-53,SB,M09
m-flo,Hands,99-857-52,SB,M09
m-flo,Come back to me,99-857-51,SB,M09
m-flo,Been so long,99-857-50,SB,M09
m-flo,Come again,99-445-15,SB,L4
m-flo,Special Mini-live,98-965-86,PV,C06
m-flo,Orbit-3,98-954-50,PV,C01
m-flo,Hands,98-954-49,PV,C01
m-flo,Come back to me,98-954-48,PV,C01
m-flo,Come again,98-954-47,PV,C01
m-flo,Been so long,98-954-46,PV,C01
m-flo,Alive,98-916-62,PV,C21
m-flo,All I want is you,98-909-09,PV,C20
m-flo + KAWAKAMI YOHEI,Fly,98-822-65,PV,C25
m-flo loves BoA,The love Bug,99-861-28,SB,M09
m-flo loves BoA,The love Bug,98-958-96,PV,C04
m-flo loves Bonnie Pink,Love song,99-853-57,SB,M09
m-flo loves Bonnie Pink,Love song,98-965-87,PV,C06
m-flo loves Chara,Love to Live By,98-972-63,PV,C08
m-flo loves Crystal Kay,Love don't cry,98-969-72,PV,C07
m-flo loves Crystal Kay,Reeewind!,98-954-51,PV,C01
m-flo loves Doping Panda,She loves the cream,98-965-88,PV,C06
m-flo loves Hinouchi Rina & Ryohei,Summer time love,98-961-38,PV,C05
m-flo loves Hinouchi Rina & Ryohei&Emyli&YOSHIKA&LISA,Love comes and goes,98-922-39,PV,C12
m-flo loves Melody ft. Ryouhey,Miss You,98-969-73,PV,C07
m-flo loves Minmi,Lotta Love,99-857-54,SB,M09
m-flo loves Minmi,Lotta Love,98-961-39,PV,C05
m-flo loves Monkey Majik,Picture Perfect Love,98-979-31,PV,C11
M. Alejandro & Ana Magdalena,Como Yo Te Amo,13-071-08,CDG,G02
M. C. Hammer,U Can't Touch This,11-007-07,CDG,G00
M. C. Hammer,Too Legit To Quit,37-082-18,CDG,G00
M. C. Hammer,2 Legit 2 Quit,62-148-12,CDG,G10
M. C. Hammer,Pray,62-148-13,CDG,G10
M. C. Hammer,Addams Groove,67-212-07,CDG,G00
M. Monterrosas,Por Una Mujer Bonita,13-053-09,CDG,G02
M. Monterrosas,Llorando Penas,13-053-12,CDG,G02
M. Rios & Juan Carlos Gomez,Bienvenidos,13-073-09,CDG,G02
M.C.A.T`n K.T,Chance Is Love,99-294-07,SB,L1
M.C.A.T.,Super Happy,99-283-12,SB,L1
M.C.A.T.,Oh My Precious!,99-271-11,SB,L1
M.C.A.T.,KAZE NI SAKEBU - Energy Guy NO Theme,99-265-07,SB,L1
M.C.A.T.,Coffee Scotch Mermaid,99-252-11,SB,L1
M.C.A.T.,Bomb a head !,99-246-10,SB,L1
M.C.A.T. feat. Da Pump,Bomb a head ! Returns!,99-861-24,SB,M09
M.C.A.T. feat. Da Pump,Bomb a head ! Returns!,98-954-60,PV,C01
M.I.A.,Space,53-010-09,CDG,G06
M.I.A.,Paper Planes,72-273-12,CDG,G03
M.I.A.,Bad Girls,87-090-11,CDG,G09
M/A/R/R/S,Pump Up The Volume,68-892-07,CDG,G01
M2m,Don't Say You Love Me,68-572-10,CDG,G00
M2m,Mirror Mirror,68-618-14,CDG,G01
Maa,Ballerina Brain System,98-947-84,PV,C18
MAA,Feel It!,98-802-78,PV,C22
MAAKIII,SPAAAAAAAAAARK!!!,98-827-72,PV,C26
MAAKIII,Snowball Earth,98-827-71,PV,C26
Mac Band,Roses Are Red,72-068-08,CDG,G00
Mac Davis,Baby Don't Get Hooked On Me,37-026-16,CDG,G00
Mac Davis,I Believe In Music,59-012-12,CDG,G00
Mac Davis,Hooked On Music,67-569-06,CDG,G00
Mac Davis,Hard To Be Humble,67-591-06,CDG,G00
Mac Davis,Stop & Smell The Roses,68-283-15,CDG,G00
Mac Davis,You're My Bestest Friend,68-326-07,CDG,G00
Mac Kissoon & Katie,Sugar Candy Kisses,74-883-03,CDG,G01
Mac Powell & Casting Crowns,By His Wounds,09-010-07,CDG,G03
Macaroni ENPITSU,Sound of Siren,98-837-24,PV,C28
Maccabees,Toothpaste Kisses,72-264-10,CDG,G02
Mach 25,Sons of the sun,99-478-15,SB,L5
MACHICO,Tomorrow,98-857-14,PV,C31
MACHICO,YUHKI NO TSUBASA,98-850-75,PV,C30
MACHICO,Fantastic dreamer,98-840-96,PV,C29
MACHICO,MIRAI rocket,98-831-49,PV,C27
MACHIDA YOSHITO,SENSHI NO KYUHSOKU,99-521-99,SB,M23
Machine Gun Kelly & Camila Cabello,Bad Things,15-225-03,CDG,G17
Maciel Melo e Xangai e Nana,Rainha,97-153-50,VDK,25
Mack Wilds,Own It,58-401-09,CDG,G12
Macklemore & Ryan Lewis,Downtown,72-356-05,CDG,G15
Macklemore & Ryan Lewis,White Walls,87-113-10,CDG,G12
Macklemore & Ryan Lewis & Mary Lambert,Same Love,87-109-08,CDG,G11
Macklemore & Ryan Lewis & Ray Dalton,Can't Hold Us,72-327-06,CDG,G11
Macklemore & Ryan Lewis & Wanz,Thrift Shop (Clean),87-101-14,CDG,G10
Macklemore & Skylar Grey,Glorious,87-157-11,CDG,G19
MACO,TEGAMI,99-921-52,SB,M31
MACO,Love letter,99-921-51,SB,M31
MACO,KOI SURU HITOMI,99-921-50,SB,M31
MACO,KOI GOKORO,99-918-56,SB,M29
MACO,Love,99-916-44,SB,M27
MACO,ARIGATOH,99-532-80,SB,M26
MACO,KOI SURU HITOMI,98-857-15,PV,C31
MACO,TEGAMI,98-850-78,PV,C30
MACO,Love letter,98-850-77,PV,C30
MACO,KOIBITO DOHSHI,98-850-76,PV,C30
MACO,KOI GOKORO,98-840-97,PV,C29
MACO,Kiss (Short Ver.),98-837-26,PV,C28
MACO,FUTARI ZUTTO,98-837-25,PV,C28
MACO,Love,98-831-50,PV,C27
MACO,ARIGATOH,98-827-73,PV,C26
MACO,WATASHI TACHI WA ZETTAI NI ZETTAI NI YORI O MODOSHITARI SHINAI ~We Are Never Ever Getting Back Together (Japanese Ver.),98-822-50,PV,C25
Macy Gray,I Try,97-049-17,VDK,USA2
Macy Gray,Why Didn't You Call Me,23-005-03,CDG,G00
Macy Gray,Sweet Baby,23-014-15,CDG,G00
Macy Gray,Beauty In The World,53-009-05,CDG,G05
Macy Gray,I Try,68-776-04,CDG,G00
Macy Gray,When I See You,68-818-14,CDG,G01
Macy Gray & Santana,Amore (Sexo),68-809-13,CDG,G00
Mad Cobra,Flex,11-106-90,CDG,G13
Mad Season,River Of Deceit,11-106-91,CDG,G13
Mad' House,Holiday,72-198-15,CDG,G00
Mad' House,Like A Prayer,84-149-13,CDG,G00
Madame Mayhem,Addicted To You,53-201-08,CDG,G08
Madcon,Beggin',72-271-12,CDG,G03
Maddie & Tae,Smoke,15-241-04,CDG,G19
Madeleine Peyroux,Dance Me To The End Of Love,11-106-92,CDG,G13
Madeleine Peyroux,J'Ai Deux Amours,11-106-93,CDG,G13
Madeleine Peyroux,The Kind You Can't Afford,53-111-09,CDG,G08
Madeon,Finale,72-318-11,CDG,G09
Madero Garriga & Puerta,01/02/2003,13-048-01,CDG,G02
Madina Lake,Let's Get Outta Here,72-283-07,CDG,G04
Madison Avenue,Don't Call Me Baby,72-166-01,CDG,G00
Madison Avenue,Who The Hell Are You,72-171-07,CDG,G10
Madison Avenue,Everything You Need,72-175-04,CDG,G00
Madison Beer,Melodies,15-248-05,CDG,G19
Madkid,This Love,98-857-16,PV,C31
Madness,Our House,37-099-02,CDG,G00
Madness,It Must Be Love,72-010-08,CDG,G00
Madness,House Of Fun,72-033-09,CDG,G00
Madness,Baggy Trousers,86-580-12,CDG,G08
MADOKA HIROSHI,Heart slump FUTARI BOCCHI,99-873-36,SB,M14
MADOKA HIROSHI,KOKORO GA HARETA KOTO GA ARU KA,99-283-05,SB,L1
MADOKA HIROSHI,OSAKA Broken Heart,99-150-14,SB,L0
MADOKA HIROSHI,OMAE O DAKENAI YORU,99-150-13,SB,L0
MADOKA HIROSHI,MUSOH BANA,99-150-12,SB,L0
Madonna,One More Chance,97-025-56,VDK,INT04B
Madonna,Like A Virgin,97-045-35,VDK,A1
Madonna,Crazy For You,97-046-96,VDK,A2
Madonna,Material Girl,97-047-38,VDK,A2
Madonna,Like A Prayer,97-048-30,VDK,A41
Madonna,Don't Tell Me,97-048-84,VDK,USA2
Madonna,Frozen,97-048-93,VDK,USA2
Madonna,Holiday,97-049-02,VDK,USA2
Madonna,Secrets,97-049-63,VDK,USA2
Madonna,Take A Bow,97-049-72,VDK,USA2
Madonna,American Pie,97-090-05,VDK,A42
Madonna,Beautiful Stranger,97-092-44,VDK,A45
Madonna,Sorry,97-092-71,VDK,A45
Madonna,Girl Gone Wild,97-190-04,VDK,INT05A
Madonna,Turn Up The Radio,97-190-23,VDK,INT05A
Madonna,Celebration,97-190-48,VDK,INT05B
Madonna,Give It 2 Me,97-190-53,VDK,INT05B
Madonna,Miles Away,97-190-62,VDK,INT05B
Madonna,Cherish,97-190-91,VDK,INT05C
Madonna,Hollywood,97-191-03,VDK,INT05C
Madonna,Hung Up,97-191-04,VDK,INT05C
Madonna,Music,97-191-35,VDK,INT05D
Madonna,Vogue,97-191-50,VDK,INT05D
Madonna,Living For Love,97-193-43,VDK,INT07A
Madonna,You'll See,97-193-59,VDK,INT07A
Madonna,La Isla Bonita,97-193-87,VDK,INT07B
Madonna,Bad Girl,96-506-09,I00,JUK
Madonna,Cherish,96-506-13,I00,JUK
Madonna,La Isla Bonita,96-506-20,I00,JUK
Madonna,Material Girl,96-506-23,I00,JUK
Madonna,Open Your Heart,96-506-25,I00,JUK
Madonna,Papa Don't Preach,96-506-26,I00,JUK
Madonna,Rain,96-506-28,I00,JUK
Madonna,True Blue,96-506-33,I00,JUK
Madonna,Vogue,96-506-34,I00,JUK
Madonna,Bedtime Story,96-506-11,I00,JUK
Madonna,American Pie,96-506-08,I00,JUK
Madonna,Frozen,96-506-18,I00,JUK
Madonna,Take A Bow,96-506-31,I00,JUK
Madonna,Power Of Goodbye,96-506-27,I00,JUK
Madonna,Nothing Really Matters,96-506-24,I00,JUK
Madonna,Drowned World (Substitute For Love),96-506-15,I00,JUK
Madonna,Beautiful Stranger,96-506-10,I00,JUK
Madonna,Love Don't Live Here Anymore,96-506-21,I00,JUK
Madonna,Lucky Star,96-506-22,I00,JUK
Madonna,Erotica,96-506-16,I00,JUK
Madonna,Secrets,96-506-30,I00,JUK
Madonna,Ray Of Light,96-506-29,I00,JUK
Madonna,Die Another Day,96-506-14,I00,JUK
Madonna,Who's That Girl,96-506-35,I00,JUK
Madonna,Fever,96-506-17,I00,JUK
Madonna,Human Nature,96-506-19,I00,JUK
Madonna,The Power Of Good-Bye,96-506-32,I00,JUK
Madonna,Borderline,46-033-09,CDG,G00
Madonna,Crazy For You,72-010-10,CDG,G00
Madonna,I'll Remember,46-033-15,CDG,G00
Madonna,Into The Groove,72-011-12,CDG,G00
Madonna,La Isla Bonita,40-003-10,CDG,G00
Madonna,Like A Virgin,40-002-05,CDG,G00
Madonna,Live To Tell,68-782-04,CDG,G00
Madonna,Like A Prayer,72-003-10,CDG,G00
Madonna,Material Girl,72-057-02,CDG,G00
Madonna,Open Your Heart,68-600-09,CDG,G01
Madonna,Papa Don't Preach,21-028-10,CDG,G00
Madonna,Rain,46-033-14,CDG,G00
Madonna,True Blue,72-009-13,CDG,G00
Madonna,Vogue,67-546-12,CDG,G00
Madonna,Physical Attraction,11-014-15,CDG,G00
Madonna,Veras,13-034-03,CDG,G02
Madonna,Burning Up,14-003-41,CDG,G16
Madonna,I'm So Stupid,15-249-04,CDG,G19
Madonna,X-Static Process,15-249-09,CDG,G19
Madonna,Music,23-006-02,CDG,G00
Madonna,Don't Tell Me,23-008-03,CDG,G00
Madonna,Don't Cry For Me Argentina (Dance Version),40-008-02,CDG,G00
Madonna,Bedtime Story,41-107-09,CDG,G06
Madonna,American Pie,42-022-02,CDG,G00
Madonna,Frozen,46-033-03,CDG,G00
Madonna,Take A Bow,46-033-05,CDG,G00
Madonna,Power Of Goodbye,46-033-07,CDG,G00
Madonna,Express Yourself,46-033-13,CDG,G00
Madonna,Santa Baby,46-172-05,CDG,G02
Madonna,Nothing Really Matters,57-905-02,CDG,G00
Madonna,Drowned World (Substitute For Love),61-398-13,CDG,G00
Madonna,Masterpiece,64-017-12,CDG,G13
Madonna,Don't Cry For Me Argentina,65-044-07,CDG,G00
Madonna,You Must Love Me,65-099-07,CDG,G00
Madonna,Hanky Panky,67-598-10,CDG,G00
Madonna,Beautiful Stranger,68-039-07,CDG,G00
Madonna,You'll See,68-212-12,CDG,G00
Madonna,Rescue Me,68-274-04,CDG,G00
Madonna,Love Don't Live Here Anymore,68-281-15,CDG,G01
Madonna,Lucky Star,68-577-13,CDG,G02
Madonna,What It Feels Like For A Girl,68-702-15,CDG,G00
Madonna,Erotica,68-800-05,CDG,G00
Madonna,Justify My Love,68-800-07,CDG,G00
Madonna,Hollywood,68-834-10,CDG,G01
Madonna,Holiday,72-004-08,CDG,G00
Madonna,Secrets,72-010-04,CDG,G00
Madonna,Dress You Up,72-056-11,CDG,G00
Madonna,Ray Of Light,72-120-03,CDG,G00
Madonna,This Used To Be My Playground,72-168-03,CDG,G01
Madonna,Amazing,72-183-15,CDG,G07
Madonna,Impressive Instant,72-187-08,CDG,G00
Madonna,Die Another Day,72-198-04,CDG,G00
Madonna,American Life,72-204-06,CDG,G00
Madonna,Hung Up,72-238-02,CDG,G01
Madonna,Sorry,72-239-02,CDG,G01
Madonna,Get Together,72-243-03,CDG,G01
Madonna,Jump,72-249-04,CDG,G01
Madonna,Give It To Me,72-269-05,CDG,G03
Madonna,Celebration,72-284-14,CDG,G04
Madonna,Girl Gone Wild,72-314-04,CDG,G09
Madonna,Turn Up The Radio,72-318-06,CDG,G09
Madonna,Living For Love,72-348-01,CDG,G14
Madonna,Ghosttown,72-350-17,CDG,G15
Madonna,Who's That Girl,74-807-02,CDG,G01
Madonna,Nothing Fails,77-202-45,CDG,G07
Madonna,Miles Away,87-051-14,CDG,G04
Madonna,Fever,88-902-06,CDG,G06
Madonna,Swim,90-515-03,CDG,G02
Madonna,Sooner Or Later,90-515-06,CDG,G02
Madonna,Bad Girl,99-656-89,SB-BGV,SB-USA2
Madonna,Borderline,99-656-90,SB-BGV,SB-USA2
Madonna,Cherish,99-656-91,SB-BGV,SB-USA2
Madonna,Crazy For You,99-656-92,SB-BGV,SB-USA2
Madonna,Deeper And Deeper,99-656-93,SB-BGV,SB-USA2
Madonna,I'll Remember,99-656-94,SB-BGV,SB-USA2
Madonna,Into The Groove,99-656-95,SB-BGV,SB-USA2
Madonna,La Isla Bonita,99-656-96,SB-BGV,SB-USA2
Madonna,Like A Virgin,99-656-97,SB-BGV,SB-USA2
Madonna,Live To Tell,99-656-98,SB-BGV,SB-USA2
Madonna,Like A Prayer,99-656-99,SB-BGV,SB-USA2
Madonna,Material Girl,99-657-01,SB-BGV,SB-USA2
Madonna,Open Your Heart,99-657-02,SB-BGV,SB-USA2
Madonna,Papa Don't Preach,99-657-03,SB-BGV,SB-USA2
Madonna,Rain,99-657-04,SB-BGV,SB-USA2
Madonna,True Blue,99-657-05,SB-BGV,SB-USA2
Madonna,Vogue,99-657-06,SB-BGV,SB-USA2
Madonna,Borderline,97-025-84,VDK,INT04C
Madonna,Live To Tell,97-194-66,VDK,INT07D
Madonna & Justin Timberlake & Timbaland,4 Minutes,97-195-35,VDK,INT08B
Madonna & Justin Timberlake & Timbaland,4 Minutes,72-266-07,CDG,G02
Madonna & Nicki Minaj,B-Tch I'm Madonna,87-125-11,CDG,G14
Madonna & Nicki Minaj & MIA,Give Me All Your Luvin',72-313-06,CDG,G08
Madrigal,Cabocla,97-012-85,VDK,16
MAEDA ATSUKO,Selfish,99-921-53,SB,M31
MAEDA ATSUKO,Flower,99-892-22,SB,M19
MAEDA ATSUKO,Time machine NANTE IRANAI,99-526-20,SB,M24
MAEDA ATSUKO,KIMI WA BOKU DA,98-916-50,PV,C21
MAEDA ATSUKO,Flower,98-902-01,PV,C19
MAEDA ATSUKO,Selfish,98-850-79,PV,C30
MAEDA ATSUKO,Time machine NANTE IRANAI,98-816-25,PV,C24
MAEDA ATSUKO,Seventh code,98-816-24,PV,C24
MAEDA ATSUKO,SAKURA NO HANABIRA TACHI,98-802-79,PV,C22
MAEDA JUN x YANAGI NAGI,Last smile,98-916-51,PV,C21
MAEDA JUN x YANAGI NAGI,OWARI NO SEKAI KARA,98-909-06,PV,C20
MAEDA JUN x YANAGI NAGI,Killer song,98-906-73,PV,C20
Maeda Nobuteru,SOBA NI IRU YO,97-020-95,VDK,J4
MAEDA NOBUTERU,KIMI DAKE NO TOMORROW,99-349-09,SB,L2
MAEDA NOBUTERU,Try Boy, Try Girl,99-244-08,SB,L1
MAEDA NOBUTERU,SOBA NI IRU YO,99-243-07,SB,L1
MAEDA NOBUTERU,Merry Christmas To You,99-138-03,SB,L0
MAEDA NOBUTERU,Christmas For you,99-138-02,SB,L0
MAEDA NOBUTERU,DAME,99-138-01,SB,L0
MAEDA NOBUTERU,SOBA NI IRU YO,98-939-10,PV,C16
MAEDA TEIJI,OBAMA RYOJOH,99-889-67,SB,M18
MAEDA TEIJI,OBAMA RYOJOH (TEICHIKU Version),99-721-60,SB,M19
MAEDA TEIJI,OTOKO DOKYOH BUNE,99-504-09,SB,L5
MAEDA TEIJI,TOMARIGI NO ONNA,99-454-08,SB,L4
MAEDA TEIJI,TOKYO MEGURIAI,99-152-17,SB,L0
MAEDA YUKI,PUSAN HATSU,99-722-01,SB,M19
MAEDA YUKI,MIANEYO ~ GOMENNASAI,99-718-98,SB,M17
MAEDA YUKI,KENCHANA ~DAIJOHBU~,99-716-44,SB,M15
MAEDA YUKI,AI AI DAIKO,99-713-13,SB,M12
MAEDA YUKI,OMAE NO NAMIDA O ORE NI KURE,99-710-49,SB,M09
MAEDA YUKI,NISHI SHINJUKU DE ATTA HITO,99-706-23,SB,L6
MAEDA YUKI,TOKYO You Turn,99-702-48,SB,L6
MAEDA YUKI,TOKYO KIRI GIRISU,99-512-08,SB,L5
MAEDA YUKI,TOKYO YOI MACHI SOH,99-479-12,SB,L5
MAEDA YUKI,NAKI USAGI,99-434-20,SB,L4
MAEDA YUKI,MIANEYO ~ GOMENNASAI,98-990-17,PV,C17
MAEDA YUKI,TOKYO YOI MACHI SOH,98-982-53,PV,C02
MAEDA YUKI,TOKYO You Turn,98-982-21,PV,C02
MAEDA YUKI,NAKI USAGI,98-982-16,PV,C02
Maekawa Kiyoshi,FURUSATO NO HANA NO YOH NI,97-020-49,VDK,J4
Maekawa Kiyoshi,NAMIDA,97-020-72,VDK,J4
Maekawa Kiyoshi,AI TO TAWAMURE NO TONARI NI,97-020-81,VDK,J4
Maekawa Kiyoshi,UWASSA NO ONNA,97-050-96,VDK,JAP
Maekawa Kiyoshi,OTOKO TO ONNA NO KAKERA,97-051-56,VDK,JAP
Maekawa Kiyoshi,SAYONARA NO KANATA E,97-052-20,VDK,JAP
Maekawa Kiyoshi,KOI MABOROSHI,97-052-47,VDK,JAP
Maekawa Kiyoshi,AI GA HOSHI,97-052-71,VDK,JAP
Maekawa Kiyoshi,WAKARE UTA DEMO UTATTE,97-053-04,VDK,JAP
Maekawa Kiyoshi,DAKISHIMETE,97-053-46,VDK,J2
Maekawa Kiyoshi,SOSHITE KOBE,97-054-71,VDK,J2
Maekawa Kiyoshi,TENSHI NO EKUBO,97-054-74,VDK,J2
Maekawa Kiyoshi,YUKI RESHA,97-056-43,VDK,J2
Maekawa Kiyoshi,YUME ICHIBYOH,97-056-44,VDK,J2
Maekawa Kiyoshi,HAYARI UTA,97-057-03,VDK,J3
Maekawa Kiyoshi,HIMAWARI,97-057-07,VDK,J3
Maekawa Kiyoshi,OSAKA,97-057-76,VDK,J3
Maekawa Kiyoshi,BARA NO ORGEL,97-182-04,VDK,J6
Maekawa Kiyoshi,KOBE,97-182-60,VDK,J6
Maekawa Kiyoshi,EIEN,97-182-91,VDK,J6
Maekawa Kiyoshi,HANA NO TOKI AI NO TOKI,97-182-95,VDK,J6
Maekawa Kiyoshi,TOBIRA,97-183-92,VDK,J7
Maekawa Kiyoshi,ANO TOKI NI WA MODORENAI,97-184-02,VDK,J7
Maekawa Kiyoshi,TOKI NO OMOI,97-185-13,VDK,J7
MAEKAWA KYOSHI,KOI UTA -2007-,99-921-54,SB,M31
MAEKAWA KYOSHI,TOBIRA,99-914-54,SB,M23
MAEKAWA KYOSHI,Manhattan,99-914-31,SB,M22
MAEKAWA KYOSHI,EIEN,99-912-74,SB,M20
MAEKAWA KYOSHI,KAZE NO EKI,99-889-69,SB,M18
MAEKAWA KYOSHI,KAETTE KITA ONNA,99-889-68,SB,M18
MAEKAWA KYOSHI,SAKURA TO KUMO TO,99-880-65,SB,M16
MAEKAWA KYOSHI,SAKURA NO YAU NI,99-880-64,SB,M16
MAEKAWA KYOSHI,SAYONARA TOKYO,99-869-99,SB,M13
